"ID";"ModesOfTravel";"Population";"Margins";"RegionCharacteristics";"Periods";"TransportPerformance_1"
"328";"T001093";"A048710";"MBG0095";"1019052 ";"2021JJ00";"    15.9"
"329";"T001093";"A048710";"MBG0095";"1019052 ";"2022JJ00";"    15.5"
"330";"T001093";"A048709";"MW00000";"NL01    ";"2018JJ00";"   210.8"
"331";"T001093";"A048709";"MW00000";"NL01    ";"2019JJ00";"   211.9"
"332";"T001093";"A048709";"MW00000";"NL01    ";"2020JJ00";"   146.6"
"333";"T001093";"A048709";"MW00000";"NL01    ";"2021JJ00";"   162.4"
"334";"T001093";"A048709";"MW00000";"NL01    ";"2022JJ00";"   180.7"
"335";"T001093";"A048709";"MW00000";"LD01    ";"2018JJ00";"    24.2"
"336";"T001093";"A048709";"MW00000";"LD01    ";"2019JJ00";"    24.3"
"337";"T001093";"A048709";"MW00000";"LD01    ";"2020JJ00";"    16.6"
"338";"T001093";"A048709";"MW00000";"LD01    ";"2021JJ00";"    18.6"
"339";"T001093";"A048709";"MW00000";"LD01    ";"2022JJ00";"    21.0"
"340";"T001093";"A048709";"MW00000";"LD02    ";"2018JJ00";"    47.4"
"341";"T001093";"A048709";"MW00000";"LD02    ";"2019JJ00";"    48.1"
"342";"T001093";"A048709";"MW00000";"LD02    ";"2020JJ00";"    33.7"
"343";"T001093";"A048709";"MW00000";"LD02    ";"2021JJ00";"    37.3"
"344";"T001093";"A048709";"MW00000";"LD02    ";"2022JJ00";"    41.6"
"345";"T001093";"A048709";"MW00000";"LD03    ";"2018JJ00";"    95.4"
"346";"T001093";"A048709";"MW00000";"LD03    ";"2019JJ00";"    96.5"
"347";"T001093";"A048709";"MW00000";"LD03    ";"2020JJ00";"    65.8"
"348";"T001093";"A048709";"MW00000";"LD03    ";"2021JJ00";"    73.2"
"349";"T001093";"A048709";"MW00000";"LD03    ";"2022JJ00";"    79.9"
"350";"T001093";"A048709";"MW00000";"LD04    ";"2018JJ00";"    43.8"
"351";"T001093";"A048709";"MW00000";"LD04    ";"2019JJ00";"    43.0"
"352";"T001093";"A048709";"MW00000";"LD04    ";"2020JJ00";"    30.5"
"353";"T001093";"A048709";"MW00000";"LD04    ";"2021JJ00";"    33.2"
"354";"T001093";"A048709";"MW00000";"LD04    ";"2022JJ00";"    38.1"
"355";"T001093";"A048709";"MW00000";"PV20    ";"2018JJ00";"     7.5"
"356";"T001093";"A048709";"MW00000";"PV20    ";"2019JJ00";"     7.9"
"357";"T001093";"A048709";"MW00000";"PV20    ";"2020JJ00";"     5.3"
"358";"T001093";"A048709";"MW00000";"PV20    ";"2021JJ00";"     6.1"
"359";"T001093";"A048709";"MW00000";"PV20    ";"2022JJ00";"     6.8"
"360";"T001093";"A048709";"MW00000";"PV21    ";"2018JJ00";"     9.3"
"361";"T001093";"A048709";"MW00000";"PV21    ";"2019JJ00";"     9.6"
"362";"T001093";"A048709";"MW00000";"PV21    ";"2020JJ00";"     6.6"
"363";"T001093";"A048709";"MW00000";"PV21    ";"2021JJ00";"     7.1"
"364";"T001093";"A048709";"MW00000";"PV21    ";"2022JJ00";"     8.3"
"365";"T001093";"A048709";"MW00000";"PV22    ";"2018JJ00";"     7.3"
"366";"T001093";"A048709";"MW00000";"PV22    ";"2019JJ00";"     6.8"
"367";"T001093";"A048709";"MW00000";"PV22    ";"2020JJ00";"     4.7"
"368";"T001093";"A048709";"MW00000";"PV22    ";"2021JJ00";"     5.4"
"369";"T001093";"A048709";"MW00000";"PV22    ";"2022JJ00";"     6.0"
"370";"T001093";"A048709";"MW00000";"PV23    ";"2018JJ00";"    14.9"
"371";"T001093";"A048709";"MW00000";"PV23    ";"2019JJ00";"    15.2"
"372";"T001093";"A048709";"MW00000";"PV23    ";"2020JJ00";"    10.2"
"373";"T001093";"A048709";"MW00000";"PV23    ";"2021JJ00";"    11.2"
"374";"T001093";"A048709";"MW00000";"PV23    ";"2022JJ00";"    12.8"
"375";"T001093";"A048709";"MW00000";"PV24    ";"2018JJ00";"     5.8"
"376";"T001093";"A048709";"MW00000";"PV24    ";"2019JJ00";"     5.8"
"377";"T001093";"A048709";"MW00000";"PV24    ";"2020JJ00";"     4.2"
"378";"T001093";"A048709";"MW00000";"PV24    ";"2021JJ00";"     4.7"
"379";"T001093";"A048709";"MW00000";"PV24    ";"2022JJ00";"     5.1"
"380";"T001093";"A048709";"MW00000";"PV25    ";"2018JJ00";"    26.7"
"381";"T001093";"A048709";"MW00000";"PV25    ";"2019JJ00";"    27.1"
"382";"T001093";"A048709";"MW00000";"PV25    ";"2020JJ00";"    19.3"
"383";"T001093";"A048709";"MW00000";"PV25    ";"2021JJ00";"    21.3"
"384";"T001093";"A048709";"MW00000";"PV25    ";"2022JJ00";"    23.7"
"385";"T001093";"A048709";"MW00000";"PV26    ";"2018JJ00";"    16.2"
"386";"T001093";"A048709";"MW00000";"PV26    ";"2019JJ00";"    18.2"
"387";"T001093";"A048709";"MW00000";"PV26    ";"2020JJ00";"    12.1"
"388";"T001093";"A048709";"MW00000";"PV26    ";"2021JJ00";"    13.0"
"389";"T001093";"A048709";"MW00000";"PV26    ";"2022JJ00";"    14.6"
"390";"T001093";"A048709";"MW00000";"PV27    ";"2018JJ00";"    34.4"
"391";"T001093";"A048709";"MW00000";"PV27    ";"2019JJ00";"    32.1"
"392";"T001093";"A048709";"MW00000";"PV27    ";"2020JJ00";"    21.9"
"393";"T001093";"A048709";"MW00000";"PV27    ";"2021JJ00";"    24.4"
"394";"T001093";"A048709";"MW00000";"PV27    ";"2022JJ00";"    27.4"
"395";"T001093";"A048709";"MW00000";"PV28    ";"2018JJ00";"    40.6"
"396";"T001093";"A048709";"MW00000";"PV28    ";"2019JJ00";"    41.4"
"397";"T001093";"A048709";"MW00000";"PV28    ";"2020JJ00";"    28.2"
"398";"T001093";"A048709";"MW00000";"PV28    ";"2021JJ00";"    31.5"
"399";"T001093";"A048709";"MW00000";"PV28    ";"2022JJ00";"    33.7"
"400";"T001093";"A048709";"MW00000";"PV29    ";"2018JJ00";"     4.2"
"401";"T001093";"A048709";"MW00000";"PV29    ";"2019JJ00";"     4.8"
"402";"T001093";"A048709";"MW00000";"PV29    ";"2020JJ00";"     3.6"
"403";"T001093";"A048709";"MW00000";"PV29    ";"2021JJ00";"     4.3"
"404";"T001093";"A048709";"MW00000";"PV29    ";"2022JJ00";"     4.2"
"405";"T001093";"A048709";"MW00000";"PV30    ";"2018JJ00";"    31.3"
"406";"T001093";"A048709";"MW00000";"PV30    ";"2019JJ00";"    30.9"
"407";"T001093";"A048709";"MW00000";"PV30    ";"2020JJ00";"    21.4"
"408";"T001093";"A048709";"MW00000";"PV30    ";"2021JJ00";"    23.5"
"409";"T001093";"A048709";"MW00000";"PV30    ";"2022JJ00";"    27.3"
"410";"T001093";"A048709";"MW00000";"PV31    ";"2018JJ00";"    12.6"
"411";"T001093";"A048709";"MW00000";"PV31    ";"2019JJ00";"    12.1"
"412";"T001093";"A048709";"MW00000";"PV31    ";"2020JJ00";"     9.1"
"413";"T001093";"A048709";"MW00000";"PV31    ";"2021JJ00";"     9.7"
"414";"T001093";"A048709";"MW00000";"PV31    ";"2022JJ00";"    10.8"
"415";"T001093";"A048709";"MW00000";"1018850 ";"2018JJ00";"    45.4"
"416";"T001093";"A048709";"MW00000";"1018850 ";"2019JJ00";"    44.8"
"417";"T001093";"A048709";"MW00000";"1018850 ";"2020JJ00";"    30.3"
"418";"T001093";"A048709";"MW00000";"1018850 ";"2021JJ00";"    34.9"
"419";"T001093";"A048709";"MW00000";"1018850 ";"2022JJ00";"    39.5"
"420";"T001093";"A048709";"MW00000";"1018905 ";"2018JJ00";"    64.0"
"421";"T001093";"A048709";"MW00000";"1018905 ";"2019JJ00";"    64.5"
"422";"T001093";"A048709";"MW00000";"1018905 ";"2020JJ00";"    44.3"
"423";"T001093";"A048709";"MW00000";"1018905 ";"2021JJ00";"    49.0"
"424";"T001093";"A048709";"MW00000";"1018905 ";"2022JJ00";"    54.4"
"425";"T001093";"A048709";"MW00000";"1018955 ";"2018JJ00";"    33.3"
"426";"T001093";"A048709";"MW00000";"1018955 ";"2019JJ00";"    34.6"
"427";"T001093";"A048709";"MW00000";"1018955 ";"2020JJ00";"    23.6"
"428";"T001093";"A048709";"MW00000";"1018955 ";"2021JJ00";"    24.8"
"429";"T001093";"A048709";"MW00000";"1018955 ";"2022JJ00";"    29.7"
"430";"T001093";"A048709";"MW00000";"1019005 ";"2018JJ00";"    50.0"
"431";"T001093";"A048709";"MW00000";"1019005 ";"2019JJ00";"    48.8"
"432";"T001093";"A048709";"MW00000";"1019005 ";"2020JJ00";"    34.5"
"433";"T001093";"A048709";"MW00000";"1019005 ";"2021JJ00";"    39.4"
"434";"T001093";"A048709";"MW00000";"1019005 ";"2022JJ00";"    42.9"
"435";"T001093";"A048709";"MW00000";"1019052 ";"2018JJ00";"    18.1"
"436";"T001093";"A048709";"MW00000";"1019052 ";"2019JJ00";"    19.3"
"437";"T001093";"A048709";"MW00000";"1019052 ";"2020JJ00";"    13.8"
"438";"T001093";"A048709";"MW00000";"1019052 ";"2021JJ00";"    14.3"
"439";"T001093";"A048709";"MW00000";"1019052 ";"2022JJ00";"    14.2"
"440";"T001093";"A048709";"MOG0095";"NL01    ";"2018JJ00";"   207.4"
"441";"T001093";"A048709";"MOG0095";"NL01    ";"2019JJ00";"   208.1"
"442";"T001093";"A048709";"MOG0095";"NL01    ";"2020JJ00";"   143.9"
"443";"T001093";"A048709";"MOG0095";"NL01    ";"2021JJ00";"   159.6"
"444";"T001093";"A048709";"MOG0095";"NL01    ";"2022JJ00";"   177.7"
"445";"T001093";"A048709";"MOG0095";"LD01    ";"2018JJ00";"    22.8"
"446";"T001093";"A048709";"MOG0095";"LD01    ";"2019JJ00";"    22.7"
"447";"T001093";"A048709";"MOG0095";"LD01    ";"2020JJ00";"    15.5"
"448";"T001093";"A048709";"MOG0095";"LD01    ";"2021JJ00";"    17.4"
"449";"T001093";"A048709";"MOG0095";"LD01    ";"2022JJ00";"    19.7"
"450";"T001093";"A048709";"MOG0095";"LD02    ";"2018JJ00";"    45.6"
"451";"T001093";"A048709";"MOG0095";"LD02    ";"2019JJ00";"    46.1"
"452";"T001093";"A048709";"MOG0095";"LD02    ";"2020JJ00";"    32.2"
"453";"T001093";"A048709";"MOG0095";"LD02    ";"2021JJ00";"    35.8"
"454";"T001093";"A048709";"MOG0095";"LD02    ";"2022JJ00";"    40.0"
"455";"T001093";"A048709";"MOG0095";"LD03    ";"2018JJ00";"    92.9"
"456";"T001093";"A048709";"MOG0095";"LD03    ";"2019JJ00";"    94.0"
"457";"T001093";"A048709";"MOG0095";"LD03    ";"2020JJ00";"    64.1"
"458";"T001093";"A048709";"MOG0095";"LD03    ";"2021JJ00";"    71.5"
"459";"T001093";"A048709";"MOG0095";"LD03    ";"2022JJ00";"    78.1"
"460";"T001093";"A048709";"MOG0095";"LD04    ";"2018JJ00";"    42.2"
"461";"T001093";"A048709";"MOG0095";"LD04    ";"2019JJ00";"    41.2"
"462";"T001093";"A048709";"MOG0095";"LD04    ";"2020JJ00";"    29.2"
"463";"T001093";"A048709";"MOG0095";"LD04    ";"2021JJ00";"    31.8"
"464";"T001093";"A048709";"MOG0095";"LD04    ";"2022JJ00";"    36.6"
"465";"T001093";"A048709";"MOG0095";"PV20    ";"2018JJ00";"     6.8"
"466";"T001093";"A048709";"MOG0095";"PV20    ";"2019JJ00";"     6.9"
"467";"T001093";"A048709";"MOG0095";"PV20    ";"2020JJ00";"     4.7"
"468";"T001093";"A048709";"MOG0095";"PV20    ";"2021JJ00";"     5.4"
"469";"T001093";"A048709";"MOG0095";"PV20    ";"2022JJ00";"     6.0"
"470";"T001093";"A048709";"MOG0095";"PV21    ";"2018JJ00";"     8.4"
"471";"T001093";"A048709";"MOG0095";"PV21    ";"2019JJ00";"     8.6"
"472";"T001093";"A048709";"MOG0095";"PV21    ";"2020JJ00";"     5.8"
"473";"T001093";"A048709";"MOG0095";"PV21    ";"2021JJ00";"     6.4"
"474";"T001093";"A048709";"MOG0095";"PV21    ";"2022JJ00";"     7.5"
"475";"T001093";"A048709";"MOG0095";"PV22    ";"2018JJ00";"     6.6"
"476";"T001093";"A048709";"MOG0095";"PV22    ";"2019JJ00";"     6.0"
"477";"T001093";"A048709";"MOG0095";"PV22    ";"2020JJ00";"     4.2"
"478";"T001093";"A048709";"MOG0095";"PV22    ";"2021JJ00";"     4.8"
"479";"T001093";"A048709";"MOG0095";"PV22    ";"2022JJ00";"     5.3"
"480";"T001093";"A048709";"MOG0095";"PV23    ";"2018JJ00";"    13.9"
"481";"T001093";"A048709";"MOG0095";"PV23    ";"2019JJ00";"    14.0"
"482";"T001093";"A048709";"MOG0095";"PV23    ";"2020JJ00";"     9.3"
"483";"T001093";"A048709";"MOG0095";"PV23    ";"2021JJ00";"    10.4"
"484";"T001093";"A048709";"MOG0095";"PV23    ";"2022JJ00";"    11.8"
"485";"T001093";"A048709";"MOG0095";"PV24    ";"2018JJ00";"     5.3"
"486";"T001093";"A048709";"MOG0095";"PV24    ";"2019JJ00";"     5.2"
"487";"T001093";"A048709";"MOG0095";"PV24    ";"2020JJ00";"     3.7"
"488";"T001093";"A048709";"MOG0095";"PV24    ";"2021JJ00";"     4.2"
"489";"T001093";"A048709";"MOG0095";"PV24    ";"2022JJ00";"     4.5"
"490";"T001093";"A048709";"MOG0095";"PV25    ";"2018JJ00";"    25.3"
"491";"T001093";"A048709";"MOG0095";"PV25    ";"2019JJ00";"    25.5"
"492";"T001093";"A048709";"MOG0095";"PV25    ";"2020JJ00";"    18.2"
"493";"T001093";"A048709";"MOG0095";"PV25    ";"2021JJ00";"    20.2"
"494";"T001093";"A048709";"MOG0095";"PV25    ";"2022JJ00";"    22.5"
"495";"T001093";"A048709";"MOG0095";"PV26    ";"2018JJ00";"    15.2"
"496";"T001093";"A048709";"MOG0095";"PV26    ";"2019JJ00";"    17.0"
"497";"T001093";"A048709";"MOG0095";"PV26    ";"2020JJ00";"    11.5"
"498";"T001093";"A048709";"MOG0095";"PV26    ";"2021JJ00";"    12.5"
"499";"T001093";"A048709";"MOG0095";"PV26    ";"2022JJ00";"    14.0"
"500";"T001093";"A048709";"MOG0095";"PV27    ";"2018JJ00";"    32.8"
"501";"T001093";"A048709";"MOG0095";"PV27    ";"2019JJ00";"    30.5"
"502";"T001093";"A048709";"MOG0095";"PV27    ";"2020JJ00";"    20.8"
"503";"T001093";"A048709";"MOG0095";"PV27    ";"2021JJ00";"    23.3"
"504";"T001093";"A048709";"MOG0095";"PV27    ";"2022JJ00";"    26.1"
"505";"T001093";"A048709";"MOG0095";"PV28    ";"2018JJ00";"    38.9"
"506";"T001093";"A048709";"MOG0095";"PV28    ";"2019JJ00";"    39.8"
"507";"T001093";"A048709";"MOG0095";"PV28    ";"2020JJ00";"    27.1"
"508";"T001093";"A048709";"MOG0095";"PV28    ";"2021JJ00";"    30.3"
"509";"T001093";"A048709";"MOG0095";"PV28    ";"2022JJ00";"    32.5"
"510";"T001093";"A048709";"MOG0095";"PV29    ";"2018JJ00";"     3.7"
"511";"T001093";"A048709";"MOG0095";"PV29    ";"2019JJ00";"     4.1"
"512";"T001093";"A048709";"MOG0095";"PV29    ";"2020JJ00";"     3.1"
"513";"T001093";"A048709";"MOG0095";"PV29    ";"2021JJ00";"     3.7"
"514";"T001093";"A048709";"MOG0095";"PV29    ";"2022JJ00";"     3.7"
"515";"T001093";"A048709";"MOG0095";"PV30    ";"2018JJ00";"    29.8"
"516";"T001093";"A048709";"MOG0095";"PV30    ";"2019JJ00";"    29.3"
"517";"T001093";"A048709";"MOG0095";"PV30    ";"2020JJ00";"    20.3"
"518";"T001093";"A048709";"MOG0095";"PV30    ";"2021JJ00";"    22.3"
"519";"T001093";"A048709";"MOG0095";"PV30    ";"2022JJ00";"    26.0"
"520";"T001093";"A048709";"MOG0095";"PV31    ";"2018JJ00";"    11.7"
"521";"T001093";"A048709";"MOG0095";"PV31    ";"2019JJ00";"    11.2"
"522";"T001093";"A048709";"MOG0095";"PV31    ";"2020JJ00";"     8.4"
"523";"T001093";"A048709";"MOG0095";"PV31    ";"2021JJ00";"     8.9"
"524";"T001093";"A048709";"MOG0095";"PV31    ";"2022JJ00";"    10.0"
"525";"T001093";"A048709";"MOG0095";"1018850 ";"2018JJ00";"    43.7"
"526";"T001093";"A048709";"MOG0095";"1018850 ";"2019JJ00";"    43.1"
"527";"T001093";"A048709";"MOG0095";"1018850 ";"2020JJ00";"    29.2"
"528";"T001093";"A048709";"MOG0095";"1018850 ";"2021JJ00";"    33.6"
"529";"T001093";"A048709";"MOG0095";"1018850 ";"2022JJ00";"    38.1"
"530";"T001093";"A048709";"MOG0095";"1018905 ";"2018JJ00";"    61.9"
"531";"T001093";"A048709";"MOG0095";"1018905 ";"2019JJ00";"    62.2"
"532";"T001093";"A048709";"MOG0095";"1018905 ";"2020JJ00";"    42.8"
"533";"T001093";"A048709";"MOG0095";"1018905 ";"2021JJ00";"    47.4"
"534";"T001093";"A048709";"MOG0095";"1018905 ";"2022JJ00";"    52.6"
"535";"T001093";"A048709";"MOG0095";"1018955 ";"2018JJ00";"    31.8"
"536";"T001093";"A048709";"MOG0095";"1018955 ";"2019JJ00";"    32.9"
"537";"T001093";"A048709";"MOG0095";"1018955 ";"2020JJ00";"    22.5"
"538";"T001093";"A048709";"MOG0095";"1018955 ";"2021JJ00";"    23.6"
"539";"T001093";"A048709";"MOG0095";"1018955 ";"2022JJ00";"    28.4"
"540";"T001093";"A048709";"MOG0095";"1019005 ";"2018JJ00";"    48.1"
"541";"T001093";"A048709";"MOG0095";"1019005 ";"2019JJ00";"    46.8"
"542";"T001093";"A048709";"MOG0095";"1019005 ";"2020JJ00";"    33.1"
"543";"T001093";"A048709";"MOG0095";"1019005 ";"2021JJ00";"    37.8"
"544";"T001093";"A048709";"MOG0095";"1019005 ";"2022JJ00";"    41.2"
"545";"T001093";"A048709";"MOG0095";"1019052 ";"2018JJ00";"    17.0"
"546";"T001093";"A048709";"MOG0095";"1019052 ";"2019JJ00";"    17.9"
"547";"T001093";"A048709";"MOG0095";"1019052 ";"2020JJ00";"    12.8"
"548";"T001093";"A048709";"MOG0095";"1019052 ";"2021JJ00";"    13.3"
"549";"T001093";"A048709";"MOG0095";"1019052 ";"2022JJ00";"    13.2"
"550";"T001093";"A048709";"MBG0095";"NL01    ";"2018JJ00";"   214.3"
"551";"T001093";"A048709";"MBG0095";"NL01    ";"2019JJ00";"   215.7"
"552";"T001093";"A048709";"MBG0095";"NL01    ";"2020JJ00";"   149.2"
"553";"T001093";"A048709";"MBG0095";"NL01    ";"2021JJ00";"   165.2"
"554";"T001093";"A048709";"MBG0095";"NL01    ";"2022JJ00";"   183.7"
"555";"T001093";"A048709";"MBG0095";"LD01    ";"2018JJ00";"    25.6"
"556";"T001093";"A048709";"MBG0095";"LD01    ";"2019JJ00";"    26.0"
"557";"T001093";"A048709";"MBG0095";"LD01    ";"2020JJ00";"    17.7"
"558";"T001093";"A048709";"MBG0095";"LD01    ";"2021JJ00";"    19.8"
"559";"T001093";"A048709";"MBG0095";"LD01    ";"2022JJ00";"    22.4"
"560";"T001093";"A048709";"MBG0095";"LD02    ";"2018JJ00";"    49.2"
"561";"T001093";"A048709";"MBG0095";"LD02    ";"2019JJ00";"    50.1"
"562";"T001093";"A048709";"MBG0095";"LD02    ";"2020JJ00";"    35.1"
"563";"T001093";"A048709";"MBG0095";"LD02    ";"2021JJ00";"    38.8"
"564";"T001093";"A048709";"MBG0095";"LD02    ";"2022JJ00";"    43.2"
"565";"T001093";"A048709";"MBG0095";"LD03    ";"2018JJ00";"    97.8"
"566";"T001093";"A048709";"MBG0095";"LD03    ";"2019JJ00";"    99.0"
"567";"T001093";"A048709";"MBG0095";"LD03    ";"2020JJ00";"    67.5"
"568";"T001093";"A048709";"MBG0095";"LD03    ";"2021JJ00";"    75.0"
"569";"T001093";"A048709";"MBG0095";"LD03    ";"2022JJ00";"    81.8"
"570";"T001093";"A048709";"MBG0095";"LD04    ";"2018JJ00";"    45.5"
"571";"T001093";"A048709";"MBG0095";"LD04    ";"2019JJ00";"    44.8"
"572";"T001093";"A048709";"MBG0095";"LD04    ";"2020JJ00";"    31.8"
"573";"T001093";"A048709";"MBG0095";"LD04    ";"2021JJ00";"    34.6"
"574";"T001093";"A048709";"MBG0095";"LD04    ";"2022JJ00";"    39.7"
"575";"T001093";"A048709";"MBG0095";"PV20    ";"2018JJ00";"     8.3"
"576";"T001093";"A048709";"MBG0095";"PV20    ";"2019JJ00";"     8.9"
"577";"T001093";"A048709";"MBG0095";"PV20    ";"2020JJ00";"     5.9"
"578";"T001093";"A048709";"MBG0095";"PV20    ";"2021JJ00";"     6.7"
"579";"T001093";"A048709";"MBG0095";"PV20    ";"2022JJ00";"     7.6"
"580";"T001093";"A048709";"MBG0095";"PV21    ";"2018JJ00";"    10.2"
"581";"T001093";"A048709";"MBG0095";"PV21    ";"2019JJ00";"    10.7"
"582";"T001093";"A048709";"MBG0095";"PV21    ";"2020JJ00";"     7.3"
"583";"T001093";"A048709";"MBG0095";"PV21    ";"2021JJ00";"     7.9"
"584";"T001093";"A048709";"MBG0095";"PV21    ";"2022JJ00";"     9.2"
"585";"T001093";"A048709";"MBG0095";"PV22    ";"2018JJ00";"     8.1"
"586";"T001093";"A048709";"MBG0095";"PV22    ";"2019JJ00";"     7.6"
"587";"T001093";"A048709";"MBG0095";"PV22    ";"2020JJ00";"     5.3"
"588";"T001093";"A048709";"MBG0095";"PV22    ";"2021JJ00";"     6.1"
"589";"T001093";"A048709";"MBG0095";"PV22    ";"2022JJ00";"     6.7"
"590";"T001093";"A048709";"MBG0095";"PV23    ";"2018JJ00";"    15.9"
"591";"T001093";"A048709";"MBG0095";"PV23    ";"2019JJ00";"    16.3"
"592";"T001093";"A048709";"MBG0095";"PV23    ";"2020JJ00";"    11.0"
"593";"T001093";"A048709";"MBG0095";"PV23    ";"2021JJ00";"    12.1"
"594";"T001093";"A048709";"MBG0095";"PV23    ";"2022JJ00";"    13.8"
"595";"T001093";"A048709";"MBG0095";"PV24    ";"2018JJ00";"     6.4"
"596";"T001093";"A048709";"MBG0095";"PV24    ";"2019JJ00";"     6.5"
"597";"T001093";"A048709";"MBG0095";"PV24    ";"2020JJ00";"     4.7"
"598";"T001093";"A048709";"MBG0095";"PV24    ";"2021JJ00";"     5.2"
"599";"T001093";"A048709";"MBG0095";"PV24    ";"2022JJ00";"     5.7"
"600";"T001093";"A048709";"MBG0095";"PV25    ";"2018JJ00";"    28.1"
"601";"T001093";"A048709";"MBG0095";"PV25    ";"2019JJ00";"    28.6"
"602";"T001093";"A048709";"MBG0095";"PV25    ";"2020JJ00";"    20.4"
"603";"T001093";"A048709";"MBG0095";"PV25    ";"2021JJ00";"    22.5"
"604";"T001093";"A048709";"MBG0095";"PV25    ";"2022JJ00";"    24.9"
"605";"T001093";"A048709";"MBG0095";"PV26    ";"2018JJ00";"    17.2"
"606";"T001093";"A048709";"MBG0095";"PV26    ";"2019JJ00";"    19.5"
"607";"T001093";"A048709";"MBG0095";"PV26    ";"2020JJ00";"    12.7"
"608";"T001093";"A048709";"MBG0095";"PV26    ";"2021JJ00";"    13.6"
"609";"T001093";"A048709";"MBG0095";"PV26    ";"2022JJ00";"    15.3"
"610";"T001093";"A048709";"MBG0095";"PV27    ";"2018JJ00";"    35.9"
"611";"T001093";"A048709";"MBG0095";"PV27    ";"2019JJ00";"    33.6"
"612";"T001093";"A048709";"MBG0095";"PV27    ";"2020JJ00";"    22.9"
"613";"T001093";"A048709";"MBG0095";"PV27    ";"2021JJ00";"    25.5"
"614";"T001093";"A048709";"MBG0095";"PV27    ";"2022JJ00";"    28.6"
"615";"T001093";"A048709";"MBG0095";"PV28    ";"2018JJ00";"    42.3"
"616";"T001093";"A048709";"MBG0095";"PV28    ";"2019JJ00";"    43.0"
"617";"T001093";"A048709";"MBG0095";"PV28    ";"2020JJ00";"    29.3"
"618";"T001093";"A048709";"MBG0095";"PV28    ";"2021JJ00";"    32.7"
"619";"T001093";"A048709";"MBG0095";"PV28    ";"2022JJ00";"    35.0"
"620";"T001093";"A048709";"MBG0095";"PV29    ";"2018JJ00";"     4.7"
"621";"T001093";"A048709";"MBG0095";"PV29    ";"2019JJ00";"     5.4"
"622";"T001093";"A048709";"MBG0095";"PV29    ";"2020JJ00";"     4.2"
"623";"T001093";"A048709";"MBG0095";"PV29    ";"2021JJ00";"     4.9"
"624";"T001093";"A048709";"MBG0095";"PV29    ";"2022JJ00";"     4.7"
"625";"T001093";"A048709";"MBG0095";"PV30    ";"2018JJ00";"    32.7"
"626";"T001093";"A048709";"MBG0095";"PV30    ";"2019JJ00";"    32.4"
"627";"T001093";"A048709";"MBG0095";"PV30    ";"2020JJ00";"    22.5"
"628";"T001093";"A048709";"MBG0095";"PV30    ";"2021JJ00";"    24.7"
"629";"T001093";"A048709";"MBG0095";"PV30    ";"2022JJ00";"    28.7"
"630";"T001093";"A048709";"MBG0095";"PV31    ";"2018JJ00";"    13.5"
"631";"T001093";"A048709";"MBG0095";"PV31    ";"2019JJ00";"    13.0"
"632";"T001093";"A048709";"MBG0095";"PV31    ";"2020JJ00";"     9.9"
"633";"T001093";"A048709";"MBG0095";"PV31    ";"2021JJ00";"    10.5"
"634";"T001093";"A048709";"MBG0095";"PV31    ";"2022JJ00";"    11.6"
"635";"T001093";"A048709";"MBG0095";"1018850 ";"2018JJ00";"    47.2"
"636";"T001093";"A048709";"MBG0095";"1018850 ";"2019JJ00";"    46.5"
"637";"T001093";"A048709";"MBG0095";"1018850 ";"2020JJ00";"    31.5"
"638";"T001093";"A048709";"MBG0095";"1018850 ";"2021JJ00";"    36.1"
"639";"T001093";"A048709";"MBG0095";"1018850 ";"2022JJ00";"    40.9"
"640";"T001093";"A048709";"MBG0095";"1018905 ";"2018JJ00";"    66.1"
"641";"T001093";"A048709";"MBG0095";"1018905 ";"2019JJ00";"    66.7"
"642";"T001093";"A048709";"MBG0095";"1018905 ";"2020JJ00";"    45.9"
"643";"T001093";"A048709";"MBG0095";"1018905 ";"2021JJ00";"    50.6"
"644";"T001093";"A048709";"MBG0095";"1018905 ";"2022JJ00";"    56.2"
"645";"T001093";"A048709";"MBG0095";"1018955 ";"2018JJ00";"    34.8"
"646";"T001093";"A048709";"MBG0095";"1018955 ";"2019JJ00";"    36.3"
"647";"T001093";"A048709";"MBG0095";"1018955 ";"2020JJ00";"    24.7"
"648";"T001093";"A048709";"MBG0095";"1018955 ";"2021JJ00";"    25.9"
"649";"T001093";"A048709";"MBG0095";"1018955 ";"2022JJ00";"    31.0"
"650";"T001093";"A048709";"MBG0095";"1019005 ";"2018JJ00";"    51.9"
"651";"T001093";"A048709";"MBG0095";"1019005 ";"2019JJ00";"    50.8"
"652";"T001093";"A048709";"MBG0095";"1019005 ";"2020JJ00";"    36.0"
